timestamp px py pz qx qy qz qw
179.200000000 18.861538133 1.699324487 -0.057575821 -0.011126257 -0.004933980 0.837041895 0.547003407
179.300000000 18.870390218 1.732576681 -0.058662776 0.002420497 -0.003824565 0.814274108 0.580462911
179.400000000 18.877085746 1.773906677 -0.057183770 0.004783619 -0.008941290 0.788440042 0.615028024
179.500000000 18.879324568 1.816435205 -0.072646331 -0.011099205 0.001140986 0.767000746 0.641549189
179.600000000 18.880499645 1.855243427 -0.061080400 -0.012385803 -0.012229082 0.739673901 0.672740337
179.700000000 18.906248950 1.876139856 -0.044532561 0.002324937 -0.017001516 0.709578765 0.704417149
179.800000000 18.921650976 1.913169149 -0.074214919 -0.005793543 0.003103936 0.694076362 0.719871381
179.900000000 18.941152606 1.956671840 -0.063318530 -0.014594745 0.001629281 0.661191959 0.750073018
180.000000000 18.971617122 1.983153519 -0.059271132 0.002734151 -0.005059046 0.625542847 0.780168621
180.600000000 18.995336658 2.192861610 -0.049816580 -0.008947297 0.001292789 0.661232860 0.750126242
180.700000000 18.977644855 2.233565650 -0.058701001 -0.012963304 -0.002981996 0.690984713 0.722746973
180.800000000 18.968290210 2.264438513 -0.047141053 -0.002822631 0.002467982 0.724385973 0.689384439
180.900000000 18.946385048 2.293773909 -0.060465290 0.005982189 0.001515417 0.760788223 0.648970876
181.000000000 18.924986030 2.321196577 -0.054589875 0.008961692 0.000972880 0.781321697 0.624063416
181.200000000 18.913282435 2.408698417 -0.079324669 0.002252754 0.020614606 0.774736818 0.631943689
181.300000000 18.904511237 2.426301688 -0.065911415 0.007098831 0.000980389 0.777931548 0.628308167
181.800000000 18.862016121 2.609175952 -0.067855369 -0.010821913 -0.007536398 0.772998254 0.634271069
182.300000000 18.840870793 2.785640753 -0.065975470 0.000829551 0.019296308 0.773194482 0.633874796
182.400000000 18.833593919 2.805138086 -0.059628103 0.009740139 0.004535920 0.779762780 0.625982877
182.900000000 18.788799065 2.982882289 -0.065935355 -0.010311682 -0.006216967 0.776952959 0.629443498
183.400000000 18.761597089 3.162044134 -0.055562015 -0.000205327 0.019729323 0.777802259 0.628199297
183.500000000 18.755143973 3.182556565 -0.052015427 0.010074710 0.001209042 0.784616027 0.619898967
183.800000000 18.753173956 3.297394826 -0.063970414 0.001901100 0.015543180 0.761989354 0.647400201
183.900000000 18.762406093 3.330639597 -0.058869810 -0.007201479 0.001449522 0.734383267 0.678695259
184.000000000 18.773594997 3.372207384 -0.066307812 -0.015562995 -0.011579159 0.699146253 0.714715491
184.100000000 18.789281976 3.393659311 -0.043897380 -0.002066059 -0.021042138 0.682180651 0.730877910
184.200000000 18.796280333 3.430060435 -0.064965198 -0.009439768 0.000789098 0.688473888 0.725199265
